Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
,Loser,1,3,5,6,0,4,2,
,Judge,End,End,End,End,End,End,End,Generation,The first round 1,The first round 2,The first round 3,The first round 4,The semi final 1,The semi final 2,The final
1,Winner,0,2,4,7,2,7,7,
